Name,Star Rating,Verifed Review,Helpful Vote Count,Date,Author,Author Link,Review Link,Review Text
Five Stars,5,YES,0," January 13, 2017",Adam M.,https://amazon.com//gp/profile/amzn1.account.AEFJEXJDXTOEWWR4QBCZDYO776KA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3RKA4YVLYCXDH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella!
Five Stars,5,YES,0," February 22, 2017",Zack N,https://amazon.com//gp/profile/amzn1.account.AF7REY7VVE5HKEJ3P6KRFJ7OLSNA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/REUW32IMBXWT6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Works great! Thanks!
Five Stars,5,YES,0," February 16, 2017",Louise A. Spross,https://amazon.com//gp/profile/amzn1.account.AFWOXC2EGWEEIZQXFYXZ7DXEVB2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3L74XLUAE67WT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Exceeded expectations
Five Stars,5,YES,0," June 17, 2017",Han Wu,https://amazon.com//gp/profile/amzn1.account.AHPPY2KRTHAK5BJ2HFHSHKX62ENQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3LC2AOLV8E8B7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good!!!
Five Stars,5,YES,0," April 28, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHCKL3SFF2BXWAAGFCJAGA3WKVKA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1I7UL7MI5OQMD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Fantastic umbrella
Best umbrella,5,YES,0," October 14, 2016",Alberto Barajas,https://amazon.com//gp/profile/amzn1.account.AEKGFGM27LWUR2G3O3Z7VNXHPHEA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RAAD4LUK4RZEZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Love the quality! Keeping me dry!
Five Stars,5,YES,0," May 30, 2016",James H McDonald,https://amazon.com//gp/profile/amzn1.account.AGX2QYBUWUN2D7RBEFOGOE3RNTRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R39GW2OYKVFFO6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"works great, love it!"
Five Stars,5,YES,0," September 15, 2016",Logan Schachtner,https://amazon.com//gp/profile/amzn1.account.AHEWAA6NS4ME7ZG2JCEMTXS3JHDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3AP71HPA7WNXN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent service and product so far!!
Great UV umbrella...,5,YES,0," August 26, 2016",The Truth Sets You Free Be Honest In Your Reviews!,https://amazon.com//gp/profile/amzn1.account.AHSJZOEI7YYJEOFTJ5JSU45SYBMA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RW0ELLR622CGS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Everything it was promised to be. My nurses wanted to see it and we opened it in the nurses station and it was even noticeably cooler under the umbrella than directly under the fluorescent lighting. Several people have bought them now as I have been quite happy with it. I would buy it again. The company is great and contacted me after the sell to make sure I was 100% happy. Great umbrella from a supportive company. I recommend this umbrella without hesitation. Cheers, Greg!"
Five Stars,5,YES,0," March 31, 2017",June,https://amazon.com//gp/profile/amzn1.account.AE6EMWNUQ2FYTAQTKTL5OUHPLVDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R45DCIXZ6S98L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Reliable.
Five Stars,5,YES,0," May 3, 2017",Joanie,https://amazon.com//gp/profile/amzn1.account.AGWOOHTIXTTNGZTZUMVCAUFFNXIQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RRSZJ6L8KHB4E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,works perfectly
Worth the $,5,YES,0," September 9, 2016",Edward McBride,https://amazon.com//gp/profile/amzn1.account.AGO4LBROM57FSIDTCONJZT7VQ4PA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RYLZN6RPZMORE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Everything I expected and as advertised
Great umbrella,5,YES,0," August 11, 2016",piratej1013,https://amazon.com//gp/profile/amzn1.account.AFRGHLTN4VDNCFXVDR37PWWIEKSA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1338KAMLHUMHU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Was as expected, great product."
Five Stars,5,YES,0," May 2, 2017",Farish B.,https://amazon.com//gp/profile/amzn1.account.AFSMDNCJKDPVKLTXP7U52UGKHT7A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RG0H9NX9MERNA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Very nice quality
Five Stars,5,YES,0," January 11, 2017",Christien Vaillancourt,https://amazon.com//gp/profile/amzn1.account.AECMAJ33K4NSRL3YBUQNGFYQYIGQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R24X8Z1BIDVTLI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella.  Love it.
keepndry,5,YES,0," June 19, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AEWNDOVLC7OYSON7FUGC7HSMN5LA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1EKLFFPKUANHX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I received umbrella & am eager to use it.
Five Stars,5,YES,0," September 1, 2016",Ann Killelea,https://amazon.com//gp/profile/amzn1.account.AG76LIJOHU2OABHOZDG34IGIDRVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RFLNHEKHDTJ4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Seems to be well made and comes with a good warranty.
Five Stars,5,YES,0," June 27, 2016",Peter,https://amazon.com//gp/profile/amzn1.account.AEXJHKIFPOC6BLUDKAKXY7MHI2GA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3B94MF57LWIG4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Strong and durable during monsoon rains
Five Stars,5,YES,0," May 7, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHLRSGNZRQE74BKZHWUS7RQ5BGIA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RNZFRCDUNXLC0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Finally an umbrella that does what it is suppose to.
Five Stars,5,YES,0," September 2, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHM2TSARBDOAJIJABU3IFJ2DVBZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3SZO31RDMSZLE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great product.
Five Stars,5,YES,0," April 8, 2016",David S Pace,https://amazon.com//gp/profile/amzn1.account.AEIUPKFQF3YPEEEFQ4FBLD7K6JIA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R38WXKC4W5NTMF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great little umbrella!  Highly recommended.
"Don‰Ûªt be fooled, small and poor quality for $20",1,YES,2," October 11, 2017","RN Milwaukee, WI",https://amazon.com//gp/profile/amzn1.account.AHEAG4XLYK6SZWYQWRN7C62R73ZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3JYDBZ8R2SJAH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I paid $20 expecting a good quality umbrella. Instead I got a small umbrella that flipped inside out in the wind on the first time that I used it! It is so small that my back gets wet in the rain. Cheap quality.  Don‰Ûªt waste your money.
Five Stars,5,YES,0," September 28, 2016",watching watch,https://amazon.com//gp/profile/amzn1.account.AGL7G7I2NAGDNQPUEND2HYPPAAOQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1O9FCG2B4ITVD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Sturdy!
Five Stars,5,YES,0," August 31, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFGE6ESXTCCZDANUZA7JDWT5CRPQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3O9TYC2L9VPOT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Lightweight and versatile.
Five Stars,5,YES,0," April 21, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AE7A57BRYB5YQYM5YDQ6AH2NAWUQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/ROB9TNE8COGVJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Fits nicely in my bag and does well in windy weather.
Five Stars,5,YES,0," August 30, 2016",Brady Salz,https://amazon.com//gp/profile/amzn1.account.AHKFLLFE2Y3UXCEPWDPMCVH5IQ4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3D2CQCWSST03T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Got umbrella
Five Stars,5,YES,0," October 11, 2016",Thamer Alshahrani,https://amazon.com//gp/profile/amzn1.account.AG5NA3BUCZDPUHN72F7N2I5JONAQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2YESMGROWKBO9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent product
Broken after 3 months,1,YES,0," August 3, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGFU2JUPVYXI7X7TV6OKGIK5KF5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1HWSRAVHS9W4C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Broken after 3 months. Too bad.
Five Stars,5,YES,0," July 24, 2016",AlexP,https://amazon.com//gp/profile/amzn1.account.AE4UPKFTBQIGTF55YAWACLOIPDFA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R18UG7HZYU5SWW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent umbrella!
Five Stars,5,YES,0," October 31, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFJ2IVRAVH6WPZMX35VH4J5HAEXA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R252HUUWBTKCBX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,It's great!
Perfect for travel,5,YES,0," April 17, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGA5DWTTYJ5IGLIK3KFZLLYABT4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2XAEX9B68M7SF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,well-made.  compact & durable.  Perfect for travel.
Five Stars,5,YES,0," September 26, 2016",E. Arnold,https://amazon.com//gp/profile/amzn1.account.AGJNR7XWQ3MUTBUMIXSD7U5CWDEA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1LXOM4O5LB63K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent product
Five Stars,5,YES,0," September 14, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHCMTZCKGCG4LS6DE7NGFDBI74VQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R29FCURA77AXNP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great
Great. Fast delievery,5,YES,0," April 25, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHWS7WVYGC54BZORNLPKBN2XCESA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2MN4X23GT46C5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Fast delievery and good quality. Great purchase
excellent umbrellas!,5,YES,0," April 17, 2016",Sharon Stetz,https://amazon.com//gp/profile/amzn1.account.AGSS3XZB6LXA25NL5V7RS22GURNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3CKMXIEWME9L5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Fast service, excellent umbrellas!"
Five Stars,5,YES,0," June 18, 2016",Jodi Schutsky,https://amazon.com//gp/profile/amzn1.account.AGQ4A37MXUFDTKZZ6KZTRFWZTVYQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3UOF41TQO9OZW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Very sturdy product!
Five Stars,5,YES,0," April 19, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGHFWDGFDG6YWAHUJ2FLJDZIQ2MA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RW2MM0YPD874J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent product!
Five Stars,5,YES,0," April 28, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHXPPFYCIJB4KX5CCFMUOP5EONHQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RSF9Y9YVE110/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Nice compact sturdy umbrella.
Great!,5,YES,0," July 31, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFR3LD6NWOQDOBKQNX6UXTPEX6BQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2MIAZR41NWE4M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great portable umbrella.
I bought it assumng that it was good quality but I was very mistaken,1,YES,3," November 15, 2016",Dardann,https://amazon.com//gp/profile/amzn1.account.AEOQNWANSRMTFLDP46VBQPW6HAOQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2KGLQ8IPFGW72/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,DON'T BUY THIS PRODUCT! I bought it assumng that it was good quality but I was very mistaken. I have used this umbrella 3 times and the third time I was going to use it I was trapped in torrential rain and the spring broke AND the legs of the mechanism broke away from the umbrella. Please don't waste your money.
Five Stars,5,YES,0," September 1, 2016",AndyZeng,https://amazon.com//gp/profile/amzn1.account.AFMFTDZ7ZBJYRLLG2ARHZRMUMX7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R22BD6G6V2C4TU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great Product!
Five Stars,5,YES,0," July 21, 2016",East Haddam Rich,https://amazon.com//gp/profile/amzn1.account.AEIBACHJBSSRDELYKRTRES4SBIGQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2QAL3GGKLXNA0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Well made
Five Stars,5,YES,0," May 12, 2016",W Perkins,https://amazon.com//gp/profile/amzn1.account.AG4UVROQUNV6KJT5P5NPZPU7HB4Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2DJ3HX70XBNQZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,nice compact umbrella
Five Stars,5,YES,0," June 3, 2016",Erin Hill,https://amazon.com//gp/profile/amzn1.account.AEWAUDM5IYWKEBDX73TQBPY3I6LQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RYM48WIUJFU1T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Shipped fast and great quality
Four Stars,4,YES,0," August 17, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGNLGF53HJ6UPFRILNGO7NV7SI2A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RODZ6TYGGVYYE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good umbrella.
Five Stars,5,YES,0," April 15, 2016",Gonzalo,https://amazon.com//gp/profile/amzn1.account.AHREVFGO6B6QS4HTAFIUTMFSCRRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1ZQX3F45HE52U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Nice!!!
Five Stars,5,YES,0," April 17, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGYEYKG3FR4PXDJYWSYEBESX7VXA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2GOOC7ODELVKJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Awesome, Thank you."
Fabulous Umbrella,5,YES,11," December 22, 2015",finemoves,https://amazon.com//gp/profile/amzn1.account.AEZROD5W3KNFSC7EVEWTWW3E3DOA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R9AXDGQV9H2WI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"My old umbrella was falling part, so was looking for a strong, reliable new one.  I was extremely impressed by the Repel umbrella.  it opens very easily with the red button, and also is very easy to close and put away.  The umbrella is very sturdy, and doesn't buckle at all from strong winds or rain.  It comes with a really nice Repel carrying case, which I have included with the attached pictures of my umbrella.I would strongly recommend this umbrella, for someone looking for a strong, easy to use, reliable product."
Five Stars,5,YES,0," April 26, 2016",David Strobino,https://amazon.com//gp/profile/amzn1.account.AEC77KXD4DOZWH4CKSX3LJ7QBQGA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3GHOYOFNCMAXU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,had no problems with wind
Five Stars,5,YES,0," July 7, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHZOMTL73HN3C6VZIQP6SB3Q6RAA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RWFG93K0T812L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Very good
Five Stars,5,YES,0," June 6, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGZTYFBQPAGJF5XCZV3QV7ZZIR6Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1XJZWKVE2THD4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,good product!
Five Stars,5,YES,0," June 9, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHGX5NOLADZ2PEUPWT2BLO3KDKOQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R391ZVO9H6H33D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good atuff
Five Stars,5,YES,0," April 17, 2016",jackie,https://amazon.com//gp/profile/amzn1.account.AFPSVXPDZGPLLXEEZUTLCOI6V4IA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1EIKZJBT57OSS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Heavy duty umbrella!
An umbrella.,5,YES,0," April 21, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHHI5OKU3UCP2S2MJCOALCZTZSNA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2FXG84M65BPST/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Its an umbrella.
Five Stars,5,YES,0," April 11, 2016",CW Toureau,https://amazon.com//gp/profile/amzn1.account.AHJZ27TCTPUEDHIATPJMDX7IFVTA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R26C61WXYBKSQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent
Terrible. Even slight wind turns it inside out.,1,YES,On," July 9, 2017",Carlos,https://amazon.com//gp/profile/amzn1.account.AENZI3STW5HDSX6QN3DJZQDHQE7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1LJMPMNOBSMTV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"As described. For the price, it's ridiculous that this sturdy looking but weak umbrella cannot stand a slight increase in wind. It's one of the worst umbrellas I've owned in this regard. If you want to draw attention to your soaking-self in a storm, buy it. If not, look somewhere else."
Seemed like a quality build and it received many positive reviews,1,YES,4," June 2, 2016",Jeremy F.,https://amazon.com//gp/profile/amzn1.account.AE32ZD3VVEMVFGTQ5A224RG76DDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R171OMCIGAWVNU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Used it maybe 5 times before it refused to close.  Guessing the internal mechanism broke.  Seemed like a quality build and it received many positive reviews, so maybe my experience with this product was just bad luck."
Leaks,3,YES,On," April 15, 2016",ELC,https://amazon.com//gp/profile/amzn1.account.AHG4Y7ZFS6M7KSZPRLOUZCVQ6FZQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1SOZO480DK7D9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,It has been a good umbrella. Haven't used it many times yet since I've only had it for a few weeks but I did notice that water leaks from the very top. It started leaking after about an hour being out in heavy rain.
"it is for children, not for adults.",1,YES,9," February 7, 2016",amazonka,https://amazon.com//gp/profile/amzn1.account.AEVN4NNWWRSRDHTQUR2ZT6EYO5HQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R32ZUYA45XKYF1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"it is too small! the diameter is 35inch approximately, you will all get wet up to the neck, with it."
Good value and great warranty and service,5,YES,0," November 4, 2016",Modestspender,https://amazon.com//gp/profile/amzn1.account.AEOHH7WYAER5N4UCU7SDYLC3Z4ZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3UQAZG09EPY6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great price for a well built umbrella. Has a powerful opening action and appears to be made to handle strong wind and rain. Will follow up after next storm!This umbrella  broke recently (March 2018) in a high wind snow storm and Repel immediately sent a replacement at no cost to me!
Good when it worked.,2,YES,3," March 14, 2016",Christopher,https://amazon.com//gp/profile/amzn1.account.AFNEC3PJXWKTXJOKWTOEZ4VCTCMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2UGJRWMXP0LRM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Worked perfectly fine on the first use. After a few days, used it again and the umbrella wouldn't collapse when I would try to close it. Even when I tried manually closing it it would not stay closed. Disappointing because when it did work that one and only time, it was an incredible umbrella."
Tops off!,1,YES,3," June 19, 2017",mark,https://amazon.com//gp/profile/amzn1.account.AGB7RNVB5O4SQFMC5XCJ24W2C5YA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RP5SCXMX6WR6K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"SUCKS!!! First time used, yes, FIRST TIME used, the cap or crown or whatever you call it at the very top outside center falls off. What gives?"
Broken before first use,1,YES,0," March 21, 2018",Amazonian Customer,https://amazon.com//gp/profile/amzn1.account.AF4P35VOVVLIMFJZORM3UOKEGT3A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R26B5L50G8EBYH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Without a doubt the most disappointing purchase I‰Ûªve ever made on Amazon. I won‰Ûªt go so far as to say the worst umbrella I‰Ûªve ever owned because that‰Ûªs a high bar, but completely useless. I just tried to use it for the first time and the handle fell off and won‰Ûªt screw back on. Because it‰Ûªs raining I tried to use it anyway and the clip at the top won‰Ûªt catch leaving me to have to hold it open with one hand, and soaked through. Generally flimsy."
Look elsewhere for an umbrella,1,YES,On," January 29, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AF3MSIMU2EJUYHGLTVX3PPLIV2KQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RXOHQ03IVI745/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Terrible umbrella.  It broke within 2 weeks.  I would like to give 0 stars but then I cannot leave a comment.  Terrible just terrible.  I do not recommend
Five Stars,5,YES,35," April 3, 2016",Regina E Mason,https://amazon.com//gp/profile/amzn1.account.AGPMU6UT7NVLMVCLDORQBMODK27A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R206ZFGF2ZTNJP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,It works very well and handles the rain and wind perfectly.
Pretty good umbrella.,4,YES,0," November 3, 2016",Kurouto,https://amazon.com//gp/profile/amzn1.account.AFTLJZ5MPBXVS5W6EKDAWO3KWB5A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RQJO3SIZQ79K3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"It seems smaller that I thought, but it's not too small.It may be waterproof, but it still needs time to dry in a good shower.I think it may weight a bit less than other umbrellas it's size, but not much less.I've not tested wind resistance yet."
